epoch,loss,val_loss
55,0.017542418092489243,0.016468890011310577
56,0.01746009849011898,0.016566848382353783
57,0.017703834921121597,0.016437236219644547
58,0.017309047281742096,0.016461916267871857
59,0.017209386453032494,0.016448795795440674
60,0.017518293112516403,0.01660846546292305
61,0.017414039000868797,0.01664157211780548
62,0.017342686653137207,0.016367249190807343
63,0.017226433381438255,0.016215931624174118
64,0.017099589109420776,0.016280854120850563
65,0.01730622909963131,0.016179250553250313
66,0.0173176322132349,0.016797075048089027
67,0.017073411494493484,0.016232479363679886
68,0.016660377383232117,0.01604771614074707
69,0.016848936676979065,0.016103994101285934
70,0.016430700197815895,0.015977652743458748
71,0.017066137865185738,0.016184505075216293
72,0.016530223190784454,0.01590292900800705
73,0.016361769288778305,0.016240926459431648
74,0.01673188805580139,0.015909861773252487
75,0.016588352620601654,0.015965251252055168
76,0.016280876472592354,0.015842903405427933
77,0.016014359891414642,0.01597405970096588
78,0.016085034236311913,0.01586172729730606
79,0.01587684266269207,0.01567564345896244
80,0.01589503511786461,0.015797961503267288
81,0.016062650829553604,0.0158285740762949
82,0.015807276591658592,0.015835631638765335
83,0.01589682325720787,0.015552900731563568
84,0.01566983386874199,0.01581720821559429
85,0.01623806357383728,0.015629000961780548
86,0.015562950633466244,0.015540157444775105
87,0.015676705166697502,0.01569826900959015
88,0.014954978600144386,0.015272974967956543
89,0.015140815638005733,0.015594295226037502
90,0.015247422270476818,0.015399159863591194
91,0.015146139077842236,0.015500341542065144
92,0.01497452612966299,0.015307883732020855
93,0.015397989191114902,0.015255235135555267
94,0.014753819443285465,0.014922048896551132
95,0.015566487796604633,0.015200059860944748
96,0.014788614585995674,0.015036510303616524
97,0.015172543935477734,0.015626346692442894
98,0.01523881871253252,0.014975314028561115
99,0.014760779216885567,0.014764598570764065
100,0.014539672061800957,0.014812038280069828
101,0.014672452583909035,0.014844628982245922
102,0.01472026202827692,0.014587409794330597
103,0.014788336120545864,0.014965522103011608
104,0.01506238803267479,0.015030036680400372
105,0.014605636708438396,0.014667402021586895
106,0.014542793855071068,0.016076700761914253
107,0.015041648410260677,0.015054823830723763
108,0.014531416818499565,0.014368702657520771
109,0.014400794170796871,0.014753144234418869
110,0.014304307289421558,0.01478488277643919
111,0.014247331768274307,0.01472434401512146
112,0.01540288981050253,0.01466934010386467
113,0.013945586048066616,0.014211944304406643
114,0.013937816023826599,0.01457560621201992
115,0.013808144256472588,0.014063178561627865
116,0.01390990149229765,0.014416796155273914
117,0.013866130262613297,0.014898061752319336
118,0.013554763048887253,0.013739854097366333
119,0.013877617195248604,0.013969270512461662
120,0.013725870288908482,0.013463236391544342
121,0.013387158513069153,0.013583682477474213
122,0.01350925862789154,0.01398327387869358
123,0.013401432894170284,0.013658090494573116
124,0.014602861367166042,0.014068713411688805
125,0.013957737013697624,0.01359613612294197
126,0.013383065350353718,0.014842607080936432
127,0.013120714575052261,0.013904005289077759
128,0.012913178652524948,0.013436723500490189
129,0.012951001524925232,0.013451485894620419
130,0.012678617611527443,0.013873166404664516
131,0.013028181158006191,0.01330137811601162
132,0.012997062876820564,0.013647602871060371
133,0.0128372423350811,0.01368210930377245
134,0.013093090616166592,0.014025063253939152
135,0.012873195111751556,0.014674760401248932
136,0.012901614420115948,0.012984971515834332
137,0.013110394589602947,0.0135200759395957
138,0.012182945385575294,0.013191062025725842
139,0.01272652018815279,0.013408937491476536
140,0.012405150569975376,0.012597238644957542
141,0.012579224072396755,0.012724075466394424
142,0.012410989962518215,0.01207474060356617
143,0.012329482473433018,0.011986016295850277
144,0.012527856975793839,0.012401891872286797
145,0.012856422923505306,0.014200764708220959
146,0.012349878437817097,0.0129556804895401
147,0.012592406012117863,0.012186063453555107
148,0.012538561597466469,0.012140506878495216
149,0.012401025742292404,0.013563365675508976
150,0.011857006698846817,0.012088807299733162
151,0.012388123199343681,0.01299254223704338
152,0.012450626119971275,0.012721212580800056
153,0.013104592449963093,0.013583137653768063
154,0.012406382709741592,0.012649486772716045
155,0.012268691323697567,0.012776009738445282
156,0.011933340691030025,0.012178212404251099
157,0.011461506597697735,0.012047512456774712
158,0.011930764652788639,0.013037544675171375
159,0.012250816449522972,0.013374942354857922
160,0.011991787701845169,0.013042109087109566
161,0.012116439640522003,0.012565539218485355
162,0.011912321671843529,0.012131445109844208
163,0.012153883464634418,0.013189972378313541
164,0.011742394417524338,0.012697823345661163
165,0.011747337877750397,0.012523693032562733
166,0.011169514618813992,0.012288541533052921
167,0.012059318833053112,0.012118184007704258
168,0.01141614094376564,0.011175273917615414
169,0.012048919685184956,0.01373689342290163
170,0.011652709916234016,0.013059280812740326
171,0.01141009759157896,0.010874081403017044
172,0.01147534977644682,0.011735040694475174
173,0.011503916233778,0.011434497311711311
174,0.011073092930018902,0.011556416749954224
175,0.011326326988637447,0.011589162051677704
176,0.011642114259302616,0.011469587683677673
177,0.011352494359016418,0.01123813632875681
178,0.010596667416393757,0.010915432125329971
179,0.011763310991227627,0.010417554527521133
180,0.010478674434125423,0.010507526807487011
181,0.011264345608651638,0.010235012508928776
182,0.011058674193918705,0.010988576337695122
183,0.010412869974970818,0.010520503856241703
184,0.010579154826700687,0.010180260986089706
185,0.010611509904265404,0.011200228706002235
186,0.010279247537255287,0.011422179639339447
187,0.010406949557363987,0.010937073267996311
188,0.01061870064586401,0.010762144811451435
189,0.00974189955741167,0.01021841075271368
190,0.010038559325039387,0.009432467631995678
191,0.010045507922768593,0.009921913966536522
192,0.009731335565447807,0.009973688051104546
193,0.00967315211892128,0.009466373361647129
194,0.00998783204704523,0.009044889360666275
195,0.00972551479935646,0.010643666610121727
196,0.009384524077177048,0.009621083736419678
197,0.010252108797430992,0.009150913916528225
198,0.009860136546194553,0.009782780893146992
199,0.009082181379199028,0.009709115140140057
200,0.009249438531696796,0.00983450934290886
